duration,protocol_type,service,flag,src_bytes,dst_bytes,failed_logins,traffic_count,logged_in,label,attack_type
6,udp,dns,SF,768,3538,0,3,0,Normal,Normal
12,tcp,smtp,SF,211,1550,0,8,1,Normal,Normal
14,tcp,http,SF,420,320,0,31,1,Normal,Normal
0,tcp,smtp,S0,32,0,0,312,0,Intrusion/Attack,SYN Flood
15,tcp,ssh,SF,80,2338,0,37,1,Normal,Normal
2,tcp,http,SF,592,2622,0,20,1,Normal,Normal
0,tcp,http,S0,64,0,0,281,0,Intrusion/Attack,SYN Flood
3,tcp,ssh,SF,412,4934,0,11,1,Normal,Normal
0,tcp,http,SF,216,2534,0,2,1,Normal,Normal
0,tcp,other,S0,0,0,0,360,0,Intrusion/Attack,SYN Flood
10,tcp,telnet,SF,817,368,4,30,0,Intrusion/Attack,Brute Force
0,tcp,http,S0,32,0,0,279,0,Intrusion/Attack,SYN Flood
6,tcp,http,SF,302,3,0,17,1,Normal,Normal
13,udp,dns,SF,1605,23,0,11,0,Normal,Normal
10,udp,other,SF,253,3805,0,10,0,Normal,Normal
21,tcp,telnet,RSTO,402,71,2,32,0,Intrusion/Attack,Brute Force
0,tcp,http,S0,32,0,0,299,0,Intrusion/Attack,SYN Flood
2,icmp,other,SF,1043,976,0,9,0,Normal,Normal
14,tcp,http,SF,819,7761,0,95,1,Normal,Normal
16,tcp,http,SF,440,1173,0,48,1,Normal,Normal
13,tcp,smtp,SF,750,1508,0,16,1,Normal,Normal
20,tcp,http,SF,463,8357,0,9,1,Normal,Normal
2,tcp,ssh,REJ,0,0,0,215,0,Intrusion/Attack,Port Scan
1,tcp,smtp,SF,74,3092,0,11,0,Normal,Normal
12,tcp,http,SF,1989,1745,0,13,1,Normal,Normal
3,tcp,http,SF,114,1116,0,29,1,Normal,Normal
9,tcp,ssh,SF,333,78,3,37,0,Intrusion/Attack,Brute Force
7,tcp,http,SF,2446,281,0,1,1,Normal,Normal
7,tcp,smtp,SF,448,1829,0,1,1,Normal,Normal
38,tcp,telnet,SF,478,250,4,31,0,Intrusion/Attack,Brute Force
0,tcp,http,RSTO,257,2343,0,1,1,Normal,Normal
6,tcp,smtp,SF,1242,1936,0,37,1,Normal,Normal
18,tcp,http,SF,634,2481,0,6,1,Normal,Normal
2,tcp,http,SF,156,267,0,18,1,Normal,Normal
21,tcp,ftp,SF,388,3598,0,11,1,Normal,Normal
23,tcp,ssh,SF,236,202,0,4,1,Normal,Normal
1,udp,dns,SF,590,1048,0,7,0,Normal,Normal
2,tcp,smtp,RSTR,0,20,0,206,0,Intrusion/Attack,Port Scan
0,tcp,http,S0,32,0,0,318,0,Intrusion/Attack,SYN Flood
1,tcp,http,S0,128,48,0,348,0,Intrusion/Attack,SYN Flood
2,udp,telnet,S0,20,0,0,100,0,Intrusion/Attack,Port Scan
28,icmp,other,SF,30,5491,0,25,0,Normal,Normal
2,tcp,smtp,SF,774,9050,0,6,1,Normal,Normal
2,tcp,ssh,REJ,44,20,0,93,0,Intrusion/Attack,Port Scan
0,tcp,other,RSTO,64,0,0,404,0,Intrusion/Attack,SYN Flood
34,tcp,http,SF,149,507,0,11,1,Normal,Normal
4,tcp,smtp,SF,311,3608,0,36,1,Normal,Normal
6,tcp,telnet,SF,405,281,3,37,0,Intrusion/Attack,Brute Force
1,tcp,http,SF,487,1237,0,2,1,Normal,Normal
0,tcp,ssh,REJ,44,0,0,98,0,Intrusion/Attack,Port Scan
6,tcp,http,SF,995,2004,0,17,0,Normal,Normal
61,icmp,other,SF,714,289,0,12,0,Normal,Normal
41,tcp,http,SF,642,932,0,1,0,Normal,Normal
5,tcp,smtp,REJ,507,447,0,7,1,Normal,Normal
3,udp,dns,SF,565,1692,0,3,0,Normal,Normal
23,tcp,http,SF,2371,1026,0,1,1,Normal,Normal
0,tcp,ftp,SF,77,2256,0,6,1,Normal,Normal
21,tcp,http,SF,714,639,0,14,1,Normal,Normal
1,tcp,http,S0,0,48,0,124,0,Intrusion/Attack,SYN Flood
10,tcp,telnet,SF,785,363,2,26,0,Intrusion/Attack,Brute Force
4,tcp,http,SF,387,394,0,21,1,Normal,Normal
0,tcp,other,S0,0,0,0,173,0,Intrusion/Attack,SYN Flood
0,tcp,smtp,S0,40,0,0,346,0,Intrusion/Attack,SYN Flood
24,tcp,http,SF,1004,1710,0,3,1,Normal,Normal
13,tcp,http,SF,414,2044,0,29,1,Normal,Normal
7,tcp,smtp,SF,1257,1655,1,12,0,Normal,Normal
2,tcp,ftp,REJ,120,0,0,153,0,Intrusion/Attack,Port Scan
25,tcp,ssh,REJ,627,137,2,35,0,Intrusion/Attack,Brute Force
12,tcp,http,SF,289,322,0,12,1,Normal,Normal
16,tcp,ssh,RSTO,637,178,3,31,0,Intrusion/Attack,Brute Force
36,tcp,http,SF,323,1367,0,18,1,Normal,Normal
30,tcp,http,SF,809,2081,0,19,1,Normal,Normal
32,tcp,smtp,SF,167,6357,0,24,0,Normal,Normal
2,icmp,ftp,SF,60,20,0,242,0,Intrusion/Attack,Port Scan
45,tcp,http,SF,870,2183,0,1,1,Normal,Normal
2,tcp,dns,REJ,20,0,0,261,0,Intrusion/Attack,Port Scan
6,tcp,http,SF,2546,1875,0,4,1,Normal,Normal
2,tcp,other,S0,120,0,0,227,0,Intrusion/Attack,Port Scan
39,tcp,smtp,REJ,996,3123,0,7,1,Normal,Normal
2,tcp,dns,S0,20,0,0,139,0,Intrusion/Attack,Port Scan
4,tcp,ssh,SF,432,1669,0,15,1,Normal,Normal
3,tcp,smtp,SF,195,6051,0,13,1,Normal,Normal
0,tcp,smtp,SF,424,3081,0,4,1,Normal,Normal
10,tcp,http,SF,50,280,0,46,1,Normal,Normal
0,tcp,ssh,SF,30,2047,0,1,1,Normal,Normal
9,tcp,ftp,SF,739,62,3,28,0,Intrusion/Attack,Brute Force
15,udp,dns,SF,930,10249,0,24,0,Normal,Normal
2,udp,dns,SF,1427,7477,0,27,0,Normal,Normal
3,tcp,http,SF,361,6731,0,8,1,Normal,Normal
7,tcp,other,SF,470,1506,0,19,0,Normal,Normal
1,udp,dns,SF,695,2545,0,7,0,Normal,Normal
5,udp,dns,SF,738,1987,0,6,0,Normal,Normal
1,icmp,smtp,RSTR,44,20,0,176,0,Intrusion/Attack,Port Scan
19,udp,other,SF,1708,970,0,1,0,Normal,Normal
0,tcp,http,S0,32,0,0,200,0,Intrusion/Attack,SYN Flood
0,tcp,other,S0,40,0,0,436,0,Intrusion/Attack,SYN Flood
20,tcp,ssh,REJ,375,375,2,23,0,Intrusion/Attack,Brute Force
23,tcp,http,SF,99,335,0,4,1,Normal,Normal
13,udp,dns,SF,817,5276,0,15,0,Normal,Normal
0,tcp,http,S0,64,0,0,247,0,Intrusion/Attack,SYN Flood
0,tcp,smtp,S0,128,0,0,330,0,Intrusion/Attack,SYN Flood
0,tcp,http,S0,40,0,0,305,0,Intrusion/Attack,SYN Flood
16,tcp,http,SF,437,1379,0,8,1,Normal,Normal
0,icmp,smtp,REJ,44,0,0,123,0,Intrusion/Attack,Port Scan
39,tcp,http,SF,30,6100,0,24,1,Normal,Normal
0,tcp,http,REJ,60,0,0,143,0,Intrusion/Attack,Port Scan
15,tcp,http,SF,1621,2733,0,2,1,Normal,Normal
47,tcp,http,SF,470,9781,0,15,0,Normal,Normal
10,udp,dns,SF,30,385,1,54,0,Normal,Normal
0,tcp,other,S0,0,48,0,261,0,Intrusion/Attack,SYN Flood
0,tcp,http,RSTO,128,0,0,316,0,Intrusion/Attack,SYN Flood
2,tcp,http,SF,2151,274,0,15,1,Normal,Normal
45,udp,dns,SF,814,949,0,12,0,Normal,Normal
2,icmp,other,SF,590,1324,0,5,0,Normal,Normal
16,tcp,http,SF,619,5351,0,7,1,Normal,Normal
14,tcp,http,SF,468,2151,0,11,1,Normal,Normal
2,icmp,other,SF,465,657,0,64,0,Normal,Normal
5,tcp,other,SF,1968,2489,0,11,0,Normal,Normal
8,tcp,http,SF,1086,908,0,11,1,Normal,Normal
7,tcp,ftp,SF,1381,3131,0,29,1,Normal,Normal
12,tcp,smtp,SF,534,2220,0,27,1,Normal,Normal
9,tcp,ssh,RSTO,536,407,4,27,0,Intrusion/Attack,Brute Force
25,tcp,other,SF,689,4388,0,6,0,Normal,Normal
0,tcp,ssh,REJ,64,48,0,292,0,Intrusion/Attack,SYN Flood
5,tcp,ssh,REJ,699,308,3,37,0,Intrusion/Attack,Brute Force
0,tcp,http,S0,0,0,0,226,0,Intrusion/Attack,SYN Flood
12,tcp,other,SF,2121,4727,0,28,0,Normal,Normal
14,tcp,ssh,SF,461,427,5,29,0,Intrusion/Attack,Brute Force
16,tcp,ssh,SF,642,87,6,32,0,Intrusion/Attack,Brute Force
14,tcp,http,SF,454,126,0,39,0,Normal,Normal
15,tcp,ftp,SF,478,161,4,28,0,Intrusion/Attack,Brute Force
3,tcp,http,REJ,2134,7569,0,3,0,Normal,Normal
20,udp,dns,SF,1686,1421,0,1,0,Normal,Normal
11,tcp,http,SF,327,933,0,45,1,Normal,Normal
9,tcp,ssh,SF,904,794,0,42,1,Normal,Normal
35,tcp,other,SF,30,6518,0,30,0,Normal,Normal
2,tcp,other,REJ,20,20,0,270,0,Intrusion/Attack,Port Scan
0,tcp,http,S0,40,0,0,432,0,Intrusion/Attack,SYN Flood
15,tcp,http,SF,55,349,0,16,1,Normal,Normal
15,tcp,http,SF,30,1282,0,8,1,Normal,Normal
12,tcp,http,SF,194,181,0,6,1,Normal,Normal
3,tcp,smtp,SF,413,9400,0,17,1,Normal,Normal
13,tcp,ssh,SF,403,294,3,40,0,Intrusion/Attack,Brute Force
32,tcp,http,SF,1107,2052,0,17,1,Normal,Normal
3,udp,dns,SF,865,925,0,3,0,Normal,Normal
0,tcp,smtp,RSTO,0,0,0,383,0,Intrusion/Attack,SYN Flood
34,tcp,http,SF,496,347,0,3,0,Normal,Normal
6,udp,dns,SF,984,1991,0,19,0,Normal,Normal
1,udp,dns,SF,477,1805,0,56,0,Normal,Normal
11,tcp,http,SF,157,996,0,1,0,Normal,Normal
7,tcp,http,SF,1548,85,0,48,1,Normal,Normal
25,udp,dns,SF,1007,399,0,5,0,Normal,Normal
6,udp,dns,SF,30,4391,0,2,0,Normal,Normal
1,icmp,http,REJ,44,0,0,204,0,Intrusion/Attack,Port Scan
0,tcp,other,RSTR,20,20,0,265,0,Intrusion/Attack,Port Scan
15,udp,dns,SF,259,1192,0,7,0,Normal,Normal
0,tcp,ftp,S0,0,0,0,167,0,Intrusion/Attack,Port Scan
21,tcp,ftp,REJ,657,415,3,22,0,Intrusion/Attack,Brute Force
33,tcp,ssh,SF,248,279,0,9,1,Normal,Normal
5,tcp,http,SF,95,969,0,22,1,Normal,Normal
0,tcp,http,S0,64,0,0,366,0,Intrusion/Attack,SYN Flood
2,tcp,ftp,RSTR,120,0,0,156,0,Intrusion/Attack,Port Scan
0,tcp,http,SF,44,104,0,21,1,Normal,Normal
2,tcp,smtp,RSTR,120,20,0,254,0,Intrusion/Attack,Port Scan
1,tcp,http,SF,249,126,0,4,1,Normal,Normal
1,tcp,other,RSTR,20,0,0,214,0,Intrusion/Attack,Port Scan
0,udp,dns,SF,926,3439,0,43,0,Normal,Normal
15,tcp,ftp,SF,65,1120,0,13,0,Normal,Normal
16,tcp,http,SF,477,3551,0,31,0,Normal,Normal
11,tcp,http,SF,730,288,0,5,0,Normal,Normal
1,tcp,other,S0,60,20,0,65,0,Intrusion/Attack,Port Scan
0,tcp,telnet,REJ,44,0,0,135,0,Intrusion/Attack,Port Scan
3,tcp,smtp,SF,162,116,0,7,1,Normal,Normal
2,tcp,smtp,REJ,0,0,0,219,0,Intrusion/Attack,Port Scan
2,udp,dns,SF,241,600,0,12,0,Normal,Normal
20,tcp,http,SF,581,1860,0,58,1,Normal,Normal
53,tcp,http,REJ,30,805,0,1,1,Normal,Normal
16,tcp,ftp,SF,424,87,2,18,0,Intrusion/Attack,Brute Force
7,udp,dns,SF,30,1112,0,5,0,Normal,Normal
0,tcp,http,S0,64,0,0,309,0,Intrusion/Attack,SYN Flood
5,icmp,other,SF,255,484,0,22,0,Normal,Normal
1,tcp,http,S0,32,0,0,229,0,Intrusion/Attack,SYN Flood
11,tcp,http,SF,1540,2349,0,45,1,Normal,Normal
5,tcp,http,SF,492,3263,0,37,1,Normal,Normal
3,tcp,ftp,SF,216,217,3,39,0,Intrusion/Attack,Brute Force
42,udp,dns,SF,146,889,0,8,0,Normal,Normal
6,tcp,http,SF,530,1018,0,26,1,Normal,Normal
21,udp,other,SF,538,306,0,8,0,Normal,Normal
46,tcp,other,SF,104,3465,0,28,0,Normal,Normal
16,tcp,smtp,SF,850,881,0,15,1,Normal,Normal
